ID,Target_Campaign_Responsiveness,Target_MntWinesYear,Year_Birth,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Dt_Customer_Unix_time_seconds,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,MntFruitsYear,MntMeatProductsYear,MntFishProductsYear,MntSweetProductsYear,MntGoldProdsYear
7892,0,3.0,0.5178571428571459,0.10493131756988056,0.0,0.0,0.8989898989898991,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.23076923076923078,0.35000000000000003,0.0,0.2231759656652379,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.020100502512562814,0.014492753623188406,0.05791505791505792,0.04580152671755725,0.040498442367601244
2404,0,86.5,0.6428571428571459,0.32134165696751665,0.5,0.5,0.04040404040404041,0.26666666666666666,0.18518518518518517,0.03571428571428571,0.3076923076923077,0.35000000000000003,0.0,0.430615164520745,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.020100502512562814,0.017391304347826087,0.011583011583011584,0.022900763358778626,0.1277258566978193
9422,0,18.0,0.875,0.2279870788649816,0.5,0.0,0.26262626262626265,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.15000000000000002,0.0,0.43633762517882957,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.010050251256281407,0.02434782608695652,0.07722007722007722,0.08015267175572519,0.03115264797507788
1966,1,342.0,0.4464285714285765,0.5158993446071688,0.0,0.0,0.9696969696969697,0.06666666666666667,0.2222222222222222,0.3214285714285714,0.7692307692307693,0.1,0.0,0.6866952789699567,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5025125628140703,0.4643478260869565,0.08108108108108109,0.25190839694656486,0.0
6864,0,4.0,0.875,0.05756627060939707,0.0,0.0,0.3434343434343435,0.13333333333333333,0.1111111111111111,0.0,0.23076923076923078,0.25,0.0,0.9456366237482143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.020100502512562814,0.005797101449275362,0.007722007722007722,0.007633587786259542,0.012461059190031152
3033,0,56.0,0.4107142857142847,0.22960533276901912,0.0,0.0,0.5656565656565657,0.06666666666666667,0.07407407407407407,0.17857142857142855,0.23076923076923078,0.15000000000000002,0.0,0.4077253218884138,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08542713567839195,0.025507246376811593,0.1312741312741313,0.08396946564885496,0.2772585669781931
5710,1,55.0,0.5357142857142847,0.24160530787280524,0.0,0.5,0.31313131313131315,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.25,0.0,0.10300429184549387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002898550724637681,0.007722007722007722,0.0,0.009345794392523364
7373,1,48.0,0.2142857142857153,0.27933552005078827,0.0,1.0,0.08080808080808081,0.4,0.14814814814814814,0.03571428571428571,0.46153846153846156,0.30000000000000004,0.0,0.13018597997139025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06030150753768844,0.05565217391304347,0.1274131274131274,0.08396946564885496,0.13395638629283488
8755,0,241.0,0.1071428571428612,0.4165572270596949,0.0,0.0,0.04040404040404041,0.06666666666666667,0.1111111111111111,0.17857142857142855,0.6923076923076923,0.35000000000000003,0.0,0.29327610872675436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1708542713567839,0.27304347826086955,0.4594594594594595,0.2595419847328244,0.06853582554517133
10738,0,20.0,0.1964285714285765,0.2966321646635588,0.5,0.5,0.5555555555555556,0.06666666666666667,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,0.0,0.5650929899856969,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.011014492753623189,0.007722007722007722,0.003816793893129771,0.009345794392523364
4339,0,351.0,0.5357142857142847,0.40844106132559893,0.0,0.5,0.37373737373737376,0.3333333333333333,0.18518518518518517,0.21428571428571427,0.9230769230769231,0.1,0.0,0.7424892703862689,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08542713567839195,0.08753623188405797,0.0,0.030534351145038167,0.10903426791277258
10755,0,3.0,0.6428571428571459,0.13685448785375962,0.5,0.0,0.7676767676767677,0.2,0.1111111111111111,0.03571428571428571,0.15384615384615385,0.35000000000000003,0.0,0.5708154506437779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01507537688442211,0.008115942028985508,0.05791505791505792,0.026717557251908396,0.11214953271028037
8595,0,27.5,0.5892857142857153,0.2533127524631692,0.0,0.5,1.0,0.13333333333333333,0.037037037037037035,0.03571428571428571,0.23076923076923078,0.25,0.0,0.8025751072961391,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003478260869565217,0.007722007722007722,0.0,0.012461059190031152
2968,1,218.5,0.0535714285714306,0.29388735708017205,0.0,0.0,0.5353535353535354,0.13333333333333333,0.25925925925925924,0.3571428571428571,0.38461538461538464,0.30000000000000004,0.0,0.2660944206008615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04020100502512563,0.11942028985507246,0.6177606177606177,0.18702290076335878,0.1308411214953271
8601,0,210.5,0.7142857142857153,0.487225130238319,0.0,0.5,0.030303030303030304,0.13333333333333333,0.2962962962962963,0.21428571428571427,0.38461538461538464,0.2,0.0,0.39055793991416365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38190954773869346,0.31072463768115943,0.31660231660231664,0.6793893129770993,0.3177570093457944
503,0,6.5,0.8035714285714306,0.11719270291970346,0.5,0.0,0.888888888888889,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.4,0.0,0.3218884120171701,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.005025125628140704,0.01681159420289855,0.011583011583011584,0.0,0.021806853582554516
8430,0,4.5,0.3035714285714306,0.1261242196592953,0.0,0.5,0.04040404040404041,0.06666666666666667,0.0,0.0,0.23076923076923078,0.25,0.0,0.2103004291845494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003478260869565217,0.011583011583011584,0.003816793893129771,0.009345794392523364
2139,0,1.5,0.625,0.03591278856267933,0.5,0.0,0.19191919191919193,0.2,0.07407407407407407,0.0,0.23076923076923078,0.25,0.0,0.6137339055794016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.005025125628140704,0.005797101449275362,0.011583011583011584,0.007633587786259542,0.037383177570093455
1371,0,61.5,0.6428571428571459,0.4867894464949243,0.0,0.0,0.7272727272727273,0.06666666666666667,0.07407407407407407,0.14285714285714285,0.6923076923076923,0.05,0.0,0.9985693848354806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8241206030150754,0.15420289855072464,0.8764478764478765,0.11450381679389313,0.5420560747663551
9909,1,1.5,1.0,0.03591278856267933,0.0,0.0,0.24242424242424243,0.2,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.45,0.0,0.1459227467811175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09045226130653267,0.008115942028985508,0.05791505791505792,0.08396946564885496,0.1557632398753894
7286,0,6.5,0.5,0.24894969097574485,0.5,0.0,0.9292929292929294,0.06666666666666667,0.07407407407407407,0.0,0.15384615384615385,0.5,0.0,0.42632331902718335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03015075376884422,0.008695652173913044,0.011583011583011584,0.019083969465648856,0.040498442367601244
6566,0,413.0,0.25,0.44078746724591855,0.5,0.5,0.393939393939394,0.6,0.18518518518518517,0.07142857142857142,0.9230769230769231,0.4,0.0,0.14449213161659813,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25125628140703515,0.183768115942029,0.19305019305019305,0.1450381679389313,0.11838006230529595
8614,0,122.5,0.3035714285714306,0.39682075348391393,0.0,0.5,0.29292929292929293,0.06666666666666667,0.14814814814814814,0.07142857142857142,0.7692307692307693,0.1,0.0,0.9313304721030065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09547738693467336,0.07246376811594203,0.14285714285714285,0.25572519083969464,0.04361370716510903
4114,0,325.0,0.4285714285714306,0.48182265182022443,0.0,0.0,0.020202020202020204,0.06666666666666667,0.2222222222222222,0.3214285714285714,1.0,0.15000000000000002,0.0,0.017167381974250162,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18592964824120603,0.45217391304347826,0.10424710424710425,0.6374045801526718,0.09968847352024922
1331,0,6.0,0.6607142857142847,0.2119912614289182,0.5,0.0,0.5454545454545455,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,0.0,0.2231759656652379,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03015075376884422,0.011594202898550725,0.11583011583011583,0.003816793893129771,0.009345794392523364
2225,1,255.0,0.6607142857142847,0.5032271717278595,0.0,0.0,0.5454545454545455,0.06666666666666667,0.14814814814814814,0.3214285714285714,0.5384615384615385,0.05,0.0,0.9685264663805455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6030150753768845,0.3188405797101449,0.6023166023166023,0.15267175572519084,0.7507788161993769
9381,0,164.0,0.6785714285714306,0.4023414889180728,0.5,0.5,0.5757575757575758,0.4666666666666667,0.14814814814814814,0.07142857142857142,0.7692307692307693,0.15000000000000002,0.0,0.4535050071530762,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04522613065326633,0.07188405797101449,0.04633204633204634,0.0916030534351145,0.3395638629283489
6260,1,492.0,0.2678571428571459,0.5019948091394001,0.0,0.0,0.5555555555555556,0.06666666666666667,0.1111111111111111,0.3571428571428571,1.0,0.05,0.0,0.16022889842632537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2562814070351759,0.25043478260869567,0.694980694980695,0.4580152671755725,0.5919003115264797
10383,1,147.5,0.4642857142857153,0.42670243422731485,0.0,0.0,0.30303030303030304,0.06666666666666667,0.18518518518518517,0.17857142857142855,0.7692307692307693,0.15000000000000002,0.0,0.35193133047210523,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17587939698492464,0.27942028985507245,0.4671814671814672,0.4580152671755725,0.12461059190031153
7437,0,6.5,0.8571428571428612,0.16311999352698436,0.5,0.0,0.31313131313131315,0.06666666666666667,0.037037037037037035,0.0,0.3076923076923077,0.15000000000000002,0.0,0.911301859799714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00463768115942029,0.007722007722007722,0.003816793893129771,0.01557632398753894
8375,0,223.5,0.5,0.33749307574050674,0.0,0.5,0.6363636363636365,0.2,0.2962962962962963,0.07142857142857142,0.46153846153846156,0.35000000000000003,0.0,0.8311874105865549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.016231884057971015,0.0,0.0,0.13395638629283488
6853,1,356.0,0.75,0.4608724878164153,0.0,0.0,0.12121212121212122,0.06666666666666667,0.1111111111111111,0.21428571428571427,0.8461538461538463,0.05,0.0,0.4849785407725342,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1306532663316583,0.3118840579710145,0.26640926640926643,0.04961832061068702,0.24922118380062305
3076,0,226.0,0.625,0.40408422389165166,0.5,0.5,0.18181818181818182,0.26666666666666666,0.14814814814814814,0.07142857142857142,0.9230769230769231,0.15000000000000002,0.0,0.05579399141631214,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09045226130653267,0.059130434782608696,0.06177606177606178,0.06870229007633588,0.018691588785046728
1012,0,261.5,0.2142857142857153,0.37402204559741575,0.0,0.5,0.26262626262626265,0.26666666666666666,0.2962962962962963,0.07142857142857142,0.7692307692307693,0.35000000000000003,0.0,0.2904148783977121,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.035175879396984924,0.07768115942028986,0.14285714285714285,0.05343511450381679,0.5264797507788161
6518,0,273.0,0.1964285714285765,0.4104763268126,0.0,0.5,0.08080808080808081,0.06666666666666667,0.25925925925925924,0.10714285714285714,0.6153846153846154,0.25,0.0,0.4520743919885568,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.027826086956521737,0.0,0.022900763358778626,0.018691588785046728
4137,0,199.0,0.1428571428571459,0.42906135049512345,0.0,0.0,0.29292929292929293,0.06666666666666667,0.25925925925925924,0.14285714285714285,0.3076923076923077,0.2,0.0,0.7067238912732492,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20100502512562815,0.2127536231884058,0.4594594594594595,0.46564885496183206,0.09345794392523364
8082,1,0.5,0.5535714285714306,0.1493212669683258,0.5,0.0,0.7575757575757577,0.06666666666666667,0.037037037037037035,0.03571428571428571,0.15384615384615385,0.35000000000000003,0.0,0.4220314735336217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01507537688442211,0.003478260869565217,0.011583011583011584,0.022900763358778626,0.04672897196261682
1386,0,5.0,0.4821428571428612,0.19135230009896242,0.5,0.5,0.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0.0,0.9298998569384835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005797101449275362,0.0,0.0,0.0
9369,1,344.0,0.6964285714285765,0.5381565598411621,0.0,0.5,0.19191919191919193,0.06666666666666667,0.4074074074074074,0.3571428571428571,0.7692307692307693,0.25,0.0,0.8540772532188861,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07035175879396985,0.17913043478260868,0.7760617760617761,0.0916030534351145,0.11838006230529595
4477,0,123.5,0.3214285714285765,0.4192895865361275,0.0,0.5,0.04040404040404041,0.06666666666666667,0.18518518518518517,0.07142857142857142,0.7692307692307693,0.2,0.0,0.6065808297567976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24623115577889448,0.09217391304347826,0.02702702702702703,0.3129770992366412,0.3395638629283489
1357,0,428.0,0.5357142857142847,0.455127686457082,0.5,1.0,0.9090909090909092,0.4666666666666667,0.07407407407407407,0.17857142857142855,0.38461538461538464,0.25,0.0,0.36051502145922854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2964824120603015,0.28231884057971013,0.22393822393822393,0.11068702290076335,0.22741433021806853
1402,0,248.0,0.25,0.4061879539669005,0.0,0.0,0.010101010101010102,0.2,0.14814814814814814,0.2857142857142857,0.46153846153846156,0.15000000000000002,0.0,0.06151645207439316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18090452261306533,0.26666666666666666,0.7297297297297297,0.22900763358778625,0.037383177570093455
6312,0,129.0,0.3392857142857153,0.39398880915184825,0.0,0.5,0.29292929292929293,0.26666666666666666,0.37037037037037035,0.10714285714285714,1.0,0.35000000000000003,0.0,0.32904148783977405,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5376884422110553,0.16869565217391305,0.32432432432432434,0.1412213740458015,0.26791277258566976
8132,1,282.5,0.625,0.36660297385275137,0.5,0.5,0.888888888888889,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.6153846153846154,0.35000000000000003,0.0,0.3562231759656669,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03015075376884422,0.03768115942028986,0.0,0.022900763358778626,0.059190031152647975
1050,0,7.0,0.2142857142857153,0.16557227059694896,0.0,0.0,0.5858585858585859,0.06666666666666667,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.1,0.0,0.9141630901287563,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05025125628140704,0.007536231884057971,0.015444015444015444,0.05725190839694656,0.028037383177570093
5846,0,1.0,0.6607142857142847,0.23972564372273084,0.5,0.0,0.686868686868687,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.30000000000000004,0.0,0.20314735336194545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005025125628140704,0.003478260869565217,0.007722007722007722,0.003816793893129771,0.003115264797507788
