,Year_Birth,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Dt_Customer_Unix_time_seconds,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,MntFruitsYear,MntMeatProductsYear,MntFishProductsYear,MntSweetProductsYear,MntGoldProdsYear
2197,1963,33562.0,1,2,33,3,2,0,4,4,0,1403654400,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,6.0,0.0,1.5,1.5
2022,1981,29009.0,1,0,19,2,2,0,3,6,0,1385683200,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,7.5,5.0,2.5,1.0
1922,1977,23763.0,1,0,64,1,1,0,3,7,0,1344297600,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,3.0,3.0,1.0,3.0
1312,1982,6560.0,0,0,2,0,1,0,1,17,0,1386806400,0,0,0,1,0,0,0,0,0,1,0,0,0,5.5,13.0,2.0,1.5,131.0
2205,1986,26816.0,0,0,50,1,0,0,3,4,0,1345161600,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,3.0,1.5,2.0,1.5
1830,1995,83257.0,0,0,56,1,5,10,12,6,1,1347926400,1,0,0,0,0,0,0,0,0,1,0,0,0,13.5,295.0,19.0,53.5,33.5
829,1970,81205.0,0,0,43,1,5,6,7,2,0,1389571200,0,0,1,0,0,0,0,0,0,0,1,0,0,37.0,464.5,48.5,27.5,65.0
59,1948,70666.0,0,0,29,1,7,4,4,4,0,1386288000,0,0,1,0,0,0,0,0,0,0,1,0,0,20.0,183.5,59.5,61.0,15.0
680,1995,34824.0,0,0,65,1,1,0,2,6,0,1395792000,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,5.5,1.0,0.0,2.0
1277,1977,42997.0,1,1,91,1,1,0,2,7,0,1386374400,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,2.5,0.0,0.5,2.5
629,1971,46463.0,1,1,56,7,3,1,6,6,0,1376784000,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,20.0,4.0,5.5,5.5
1595,1984,55434.0,1,0,21,3,5,3,13,4,0,1380931200,0,0,1,0,0,0,0,0,1,0,0,0,0,57.5,107.5,84.5,34.5,38.0
1495,1980,51766.0,1,0,74,2,4,2,4,5,0,1394496000,0,0,1,0,0,0,0,0,0,1,0,0,0,25.5,43.5,3.0,10.0,25.5
1004,1973,34961.0,1,0,77,3,3,1,3,7,0,1403136000,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,13.0,2.0,0.5,0.5
804,1980,76412.0,0,0,15,1,5,4,8,3,0,1367712000,0,0,0,0,1,0,0,0,0,1,0,0,0,26.5,402.0,11.5,35.5,8.5
1593,1975,33955.0,1,0,92,4,5,1,5,8,0,1376006400,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,64.0,11.5,3.5,5.0
1512,1975,69283.0,0,1,41,4,7,3,13,5,0,1402704000,0,0,0,0,1,0,0,0,1,0,0,0,0,31.0,67.0,0.0,13.0,4.0
262,1963,66313.0,0,1,86,2,6,3,12,4,0,1379289600,0,0,0,0,1,0,0,0,0,0,1,0,0,3.5,49.5,5.0,11.0,3.5
2068,1949,49912.0,0,1,5,4,10,5,7,8,0,1346976000,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,111.5,16.0,24.5,21.0
255,1970,72940.0,0,0,13,1,3,3,6,1,0,1371600000,0,0,1,0,0,0,0,0,1,0,0,0,0,37.0,149.0,81.0,74.5,58.0
426,1946,18100.0,0,0,14,1,0,0,3,5,0,1375747200,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,1.0,2.0,1.5,0.5
1275,1971,22804.0,1,0,75,1,2,0,2,9,0,1375228800,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,3.5,1.0,0.5,0.5
280,1971,16626.0,2,0,76,3,3,0,3,9,0,1389744000,0,0,1,0,0,0,0,0,0,0,1,0,0,1.5,11.0,10.5,0.5,6.5
845,1969,44602.0,1,1,35,6,6,1,4,8,0,1392422400,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,44.5,0.0,0.0,17.0
2021,1970,83273.0,1,2,98,10,4,6,9,7,0,1348531200,0,0,1,0,0,0,0,0,0,1,0,0,0,44.5,325.0,8.0,51.0,51.0
1760,1979,20194.0,1,0,64,2,2,0,3,6,0,1355702400,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,3.5,5.5,5.0,7.5
158,1957,26091.0,1,1,84,3,2,1,3,5,0,1393286400,0,0,1,0,0,0,0,0,0,0,1,0,0,5.0,9.5,4.0,8.5,10.0
1247,1960,31454.0,1,1,40,3,2,0,3,8,0,1373068800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,5.5,0.0,0.0,4.5
1003,1976,20180.0,0,0,27,1,2,1,4,7,0,1361318400,0,0,1,0,0,0,0,0,0,1,0,0,0,21.0,12.0,7.5,10.0,9.0
1243,1969,76653.0,0,0,91,1,4,7,11,2,0,1376611200,0,0,1,0,0,0,0,0,0,0,1,0,0,31.5,473.0,109.5,94.5,63.0
284,1986,42386.0,1,0,43,1,3,0,3,8,0,1358035200,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,8.0,0.0,2.0,5.5
1582,1955,70638.0,0,0,69,1,4,5,10,3,0,1370044800,0,0,0,1,0,0,0,1,0,0,0,0,0,6.0,107.5,8.0,6.0,31.5
897,1972,35641.0,1,0,11,2,3,1,4,7,0,1373760000,0,0,0,1,0,0,0,0,1,0,0,0,0,1.5,33.5,4.0,4.5,14.0
37,1943,48948.0,0,0,53,2,7,10,5,6,0,1359676800,0,0,0,0,1,0,0,1,0,0,0,0,0,4.0,103.0,80.0,24.5,21.0
1155,1974,20130.0,0,0,99,1,1,0,3,8,0,1395014400,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1.5,3.5,3.0,6.0
1140,1976,46049.0,1,1,11,10,5,2,9,7,0,1374364800,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5,56.0,9.5,7.0,9.5
2075,1949,67911.0,0,1,63,3,6,7,11,3,0,1400716800,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,178.0,31.5,14.0,0.0
1276,1973,43050.0,1,0,10,2,2,0,4,5,0,1395100800,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5,12.0,3.0,1.5,4.0
985,1987,95169.0,0,0,1,1,4,3,4,1,0,1381276800,0,0,0,0,1,0,0,0,0,1,0,0,0,10.5,224.5,53.0,10.0,10.0
2180,1980,61014.0,0,1,17,4,9,3,4,7,0,1344643200,0,0,1,0,0,0,0,0,1,0,0,0,0,64.5,247.5,91.0,21.5,14.5
315,1983,24072.0,1,0,79,1,1,0,2,8,0,1366070400,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,3.0,1.5,0.0,2.0
1300,1965,47009.0,0,1,89,4,3,2,8,4,0,1380585600,0,0,1,0,0,0,0,0,0,0,1,0,0,22.5,36.5,29.5,5.0,45.0
1972,1947,91712.0,0,0,47,0,9,7,11,3,0,1381968000,0,0,0,1,0,0,0,0,0,1,0,0,0,12.0,373.0,47.0,14.5,24.0
2144,1965,69263.0,0,1,14,1,9,1,7,6,0,1393977600,0,0,1,0,0,0,0,0,0,1,0,0,0,2.5,16.0,6.5,2.5,10.5
260,1960,29315.0,1,1,55,4,2,0,4,6,0,1396742400,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,7.0,4.0,3.5,2.0
1241,1975,74190.0,0,1,49,2,4,2,11,2,0,1399852800,0,0,1,0,0,0,0,0,1,0,0,0,0,40.5,43.0,84.0,45.5,32.0
1505,1976,58597.0,1,1,20,12,7,4,9,7,0,1353369600,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,92.0,5.0,14.0,10.5
278,1969,38361.0,1,0,74,3,3,1,3,7,0,1388102400,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,28.0,10.0,4.0,7.0
777,1978,51267.0,1,1,37,4,3,3,5,4,0,1383004800,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,32.0,3.5,1.0,6.0
1763,1959,71232.0,0,1,91,2,11,2,10,7,0,1385596800,0,0,1,0,0,0,0,0,0,0,1,0,0,8.5,85.0,17.0,13.0,8.5
630,1970,105471.0,0,0,36,0,9,8,13,3,0,1358726400,0,0,1,0,0,0,0,0,0,0,1,0,0,90.5,52.0,101.0,10.5,103.5
555,1968,38443.0,1,1,58,2,1,0,3,7,0,1390780800,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,2.5,0.0,0.0,0.5
1868,1975,76532.0,1,1,38,4,9,5,7,5,0,1378684800,0,0,1,0,0,0,0,0,0,0,1,0,0,15.0,88.5,45.0,69.0,15.0
757,1972,33622.0,1,1,22,3,2,0,4,7,0,1365811200,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,11.0,1.5,2.0,6.0
1602,1982,66664.0,0,0,78,1,5,7,6,3,0,1348531200,1,0,0,0,0,0,0,0,0,0,1,0,0,48.0,223.5,110.0,48.0,16.0
1286,1985,23148.0,0,0,83,1,2,0,3,7,0,1392681600,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,4.0,3.0,1.5,5.0
2078,1972,14188.0,0,0,40,1,2,0,4,6,0,1362009600,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,5.5,8.0,6.0,13.5
337,1974,72099.0,0,0,18,1,3,4,10,1,0,1351296000,0,0,1,0,0,0,0,0,1,0,0,0,0,45.5,205.0,59.5,0.0,11.0
77,1963,38620.0,0,0,56,1,2,5,3,3,0,1368230400,0,0,0,1,0,0,0,0,0,0,1,0,0,8.5,22.0,17.0,11.0,44.5
1171,1952,62000.0,0,1,25,1,6,6,13,4,0,1377388800,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,50.5,0.0,0.0,10.0
50,1978,66373.0,1,1,57,7,4,2,10,3,0,1370995200,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5,62.0,6.0,12.0,54.5
435,1969,56796.0,0,1,24,3,8,9,7,7,0,1360972800,0,0,1,0,0,0,0,0,1,0,0,0,0,19.0,80.5,31.0,23.5,18.5
1026,1991,8028.0,0,0,62,15,0,1,0,19,0,1347926400,0,0,1,0,0,0,0,0,0,1,0,0,0,9.0,33.0,3.5,6.0,1.0
318,1971,35178.0,1,0,10,1,1,1,2,7,0,1357776000,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,6.5,1.0,1.0,9.0
451,1970,31880.0,1,0,13,1,1,0,2,8,0,1351641600,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,2.5,1.0,0.0,1.5
1827,1990,30093.0,0,0,19,1,2,0,3,7,0,1373241600,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,14.0,6.5,2.0,8.0
1018,1973,79593.0,0,0,70,1,5,6,7,2,0,1399852800,0,0,1,0,0,0,0,0,1,0,0,0,0,30.0,284.0,55.0,66.5,72.5
266,1968,63841.0,0,1,64,1,9,3,9,6,0,1366502400,0,0,0,1,0,0,0,1,0,0,0,0,0,7.5,50.0,10.0,3.5,65.5
935,1976,52190.0,1,1,39,3,2,1,3,5,0,1399507200,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,8.5,0.0,0.0,9.0
1297,1955,74805.0,0,1,14,5,4,7,10,2,0,1383696000,1,0,0,0,0,0,0,0,0,0,1,0,0,81.0,104.5,20.5,81.0,18.5
1785,1958,53977.0,0,1,21,5,5,5,12,5,0,1370649600,0,0,1,0,0,0,0,0,0,0,1,0,0,8.0,82.5,0.0,12.0,41.0
2052,1983,69520.0,0,0,95,1,9,6,5,5,0,1373155200,0,0,1,0,0,0,0,0,1,0,0,0,0,60.0,207.0,60.5,40.0,46.5
1714,1958,75342.0,0,1,38,1,5,2,10,4,0,1367798400,1,0,0,0,0,0,0,0,0,1,0,0,0,48.5,48.5,10.5,59.0,13.0
334,1957,71113.0,0,1,95,4,6,7,9,4,0,1387238400,0,0,1,0,0,0,0,0,1,0,0,0,0,16.5,127.5,5.5,16.5,4.0
858,1978,61346.0,1,0,34,1,5,7,10,3,0,1381017600,0,0,0,1,0,0,0,0,0,0,1,0,0,29.0,84.0,21.5,8.0,71.0
36,1973,42429.0,0,1,99,2,1,1,3,5,0,1392076800,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,3.0,1.0,0.0,2.0
249,1970,44159.0,1,0,85,4,4,1,6,5,0,1402963200,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,31.0,12.0,6.5,3.5
395,1976,53858.0,0,1,50,4,4,3,6,4,0,1352419200,0,0,1,0,0,0,0,0,1,0,0,0,0,26.5,110.5,29.0,75.0,13.0
1189,1956,50965.0,0,1,87,3,10,4,5,8,0,1361318400,0,0,0,1,0,0,0,0,1,0,0,0,0,6.5,42.5,4.0,3.0,14.5
1939,1950,56551.0,1,1,48,3,2,1,4,4,0,1399420800,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,16.0,8.5,1.0,8.0
1669,1989,81217.0,0,0,77,1,3,7,11,1,0,1374192000,0,0,1,0,0,0,0,0,0,1,0,0,0,35.0,162.0,73.0,20.0,42.0
153,1973,157243.0,0,1,98,15,0,22,0,0,0,1393632000,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,791.0,0.5,1.0,0.5
1284,1971,157733.0,1,0,37,0,1,0,1,1,0,1370304000,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,4.5,1.0,0.0,4.0
206,1954,44551.0,0,1,24,2,4,1,5,7,0,1377907200,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,16.5,0.0,0.0,33.0
2104,1976,30992.0,1,0,83,1,1,0,3,7,0,1366588800,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,7.0,3.5,1.5,1.0
661,1979,70337.0,0,0,75,1,2,2,12,1,0,1388620800,0,0,1,0,0,0,0,0,0,1,0,0,0,40.5,74.5,12.5,21.5,45.5
1095,1983,81698.0,0,0,1,1,8,2,5,5,0,1362096000,1,0,0,0,0,0,0,0,0,1,0,0,0,22.5,57.5,15.0,80.0,22.5
755,1951,78939.0,0,0,57,1,8,5,6,3,0,1386806400,0,0,0,0,1,0,0,0,1,0,0,0,0,57.5,121.5,75.0,0.0,102.5
66,1959,65031.0,0,1,29,4,10,3,13,7,0,1363478400,0,0,1,0,0,0,0,0,1,0,0,0,0,53.5,145.5,42.0,18.5,43.0
2011,1955,67225.0,0,1,4,3,7,2,11,5,0,1385424000,0,0,1,0,0,0,0,0,1,0,0,0,0,17.5,161.0,23.0,3.5,71.5
641,1958,26490.0,0,0,92,2,3,1,5,6,0,1348272000,1,0,0,0,0,0,0,0,0,0,1,0,0,23.5,26.0,10.5,10.0,12.5
1633,1977,157146.0,0,0,13,0,0,28,0,1,0,1367193600,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,862.5,1.0,0.5,0.5
873,1978,68092.0,0,0,7,2,2,6,10,5,0,1387152000,0,0,0,1,0,0,0,0,0,1,0,0,0,30.0,103.5,39.0,18.0,24.0
1964,1975,53201.0,1,1,49,8,6,3,5,7,0,1360627200,0,0,1,0,0,0,0,0,0,1,0,0,0,3.5,40.5,10.0,0.0,13.5
541,1982,79908.0,0,0,30,1,5,6,7,2,0,1365120000,0,0,1,0,0,0,0,0,1,0,0,0,0,64.5,380.5,14.5,92.5,55.5
1655,1991,20193.0,0,0,18,1,1,1,4,4,0,1354060800,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0,11.0,12.0,5.5,4.5
1841,1975,11448.0,0,0,16,1,1,0,2,6,0,1387065600,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,3.0,1.0,3.0
275,1966,79946.0,0,0,19,1,5,11,5,3,0,1399852800,0,0,1,0,0,0,0,0,0,0,0,1,0,91.5,282.5,83.0,70.5,14.0
659,1974,26751.0,2,0,26,1,1,0,2,8,0,1400716800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,2.5,0.0,1.5,0.5
148,1955,80317.0,0,0,64,1,3,4,10,1,0,1376956800,0,0,1,0,0,0,0,0,0,1,0,0,0,5.5,193.5,74.5,45.5,28.5
852,1978,53172.0,0,1,54,3,2,3,8,3,0,1367798400,0,0,1,0,0,0,0,0,0,0,1,0,0,31.0,45.0,34.0,10.0,62.5
908,1986,83033.0,1,0,82,1,11,4,10,5,0,1400371200,0,0,1,0,0,0,0,0,0,0,1,0,0,49.5,215.5,118.5,74.5,16.5
688,1968,41335.0,1,0,24,3,4,1,4,7,0,1388016000,0,0,0,1,0,0,0,1,0,0,0,0,0,9.5,10.5,8.0,7.0,2.5
2111,1970,20587.0,1,0,39,1,1,1,2,7,0,1399766400,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,3.0,2.0,0.5,4.5
1543,1954,79865.0,0,1,12,1,5,10,5,1,0,1403049600,0,0,1,0,0,0,0,1,0,0,0,0,0,49.5,139.0,92.5,60.5,19.0
31,1952,46610.0,0,2,8,6,4,1,6,6,0,1351468800,0,0,0,0,1,0,0,1,0,0,0,0,0,6.0,48.0,16.5,11.0,21.5
1638,1972,50334.0,0,1,24,6,7,4,6,6,0,1374624000,1,0,0,0,0,0,0,0,0,0,1,0,0,8.0,80.0,42.0,8.0,67.0
1599,1956,52973.0,0,1,92,7,9,6,9,8,0,1352332800,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,38.0,6.0,4.5,99.5
620,1952,84574.0,0,0,72,1,9,11,11,5,0,1370304000,0,0,1,0,0,0,0,0,0,1,0,0,0,10.0,356.5,19.0,27.0,81.5
496,1964,48920.0,0,2,93,3,6,2,5,7,0,1382227200,0,0,1,0,0,0,0,0,1,0,0,0,0,8.5,34.0,4.0,5.0,3.0
1038,1983,27100.0,1,0,64,1,1,0,3,7,0,1365120000,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,6.5,1.0,0.0,5.0
269,1946,37760.0,0,0,20,2,4,1,6,7,0,1346371200,0,0,1,0,0,0,0,0,0,0,1,0,0,2.5,19.0,75.0,6.0,14.0
1225,1967,59062.0,2,1,74,2,2,0,3,4,0,1380758400,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,6.0,1.5,0.0,4.5
711,1976,75012.0,0,0,41,1,3,8,11,1,0,1390608000,0,0,0,1,0,0,0,1,0,0,0,0,0,71.0,109.0,82.0,29.0,75.5
118,1953,54348.0,1,1,51,2,2,0,4,6,0,1402185600,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,8.0,0.0,0.0,2.0
2032,1959,76320.0,0,1,49,2,6,3,4,2,0,1403395200,0,0,1,0,0,0,0,0,0,0,0,1,0,17.5,107.0,34.5,26.5,17.5
929,1987,51563.0,0,0,60,1,4,4,10,8,0,1349049600,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,24.0,0.0,0.0,18.0
382,1987,23442.0,1,0,71,1,1,0,3,7,0,1356307200,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,3.0,4.0,3.0,2.5
1125,1989,37155.0,1,0,51,1,2,0,4,5,0,1359590400,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,13.0,3.5,7.5,1.5
11,1959,63033.0,0,0,82,1,3,4,8,2,0,1384473600,0,0,1,0,0,0,0,1,0,0,0,0,0,30.5,240.0,112.5,56.0,15.0
525,1969,43638.0,0,1,37,2,4,1,4,7,0,1344211200,0,0,1,0,0,0,0,0,0,0,0,1,0,5.0,41.5,3.5,9.5,9.5
562,1966,47472.0,1,1,39,2,2,0,4,5,0,1379289600,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,5.5,0.0,0.0,4.0
707,1965,72190.0,0,0,79,1,5,6,4,3,0,1360713600,0,0,1,0,0,0,0,0,1,0,0,0,0,83.0,298.5,86.0,83.0,124.5
1252,1948,45579.0,0,1,10,1,4,1,4,6,0,1376956800,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,16.5,1.0,0.5,0.5
475,1976,46310.0,1,0,99,2,6,1,5,8,0,1354492800,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,44.0,7.5,2.5,7.0
1221,1972,84906.0,0,0,98,1,5,6,12,2,0,1380844800,0,0,1,0,0,0,0,0,0,0,1,0,0,7.5,207.0,49.5,15.0,38.0
84,1972,42394.0,1,0,69,1,1,0,3,7,0,1395532800,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,5.0,0.0,0.5,2.0
127,1973,35860.0,1,1,37,2,1,1,2,5,0,1400457600,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,4.0,2.0,1.0,10.0
325,1986,41411.0,0,0,11,1,2,1,4,6,0,1386374400,0,0,1,0,0,0,0,1,0,0,0,0,0,16.0,19.0,5.5,1.5,9.0
1689,1973,54222.0,0,1,98,1,3,3,5,3,0,1393632000,0,0,0,0,1,0,0,0,1,0,0,0,0,6.0,15.5,1.5,6.0,3.5
1979,1980,67506.0,0,1,73,1,4,1,6,3,0,1388620800,1,0,0,0,0,0,0,0,0,1,0,0,0,19.0,33.5,16.5,18.0,33.5
843,1989,85710.0,0,0,5,1,6,9,10,2,0,1367712000,1,0,0,0,0,0,0,0,1,0,0,0,0,10.0,175.0,14.5,15.0,16.5
1619,1976,30560.0,1,0,6,1,1,0,3,7,0,1372291200,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,2.5,2.0,2.5,3.5
1414,1967,70844.0,1,1,16,5,6,1,5,7,0,1383091200,0,0,1,0,0,0,0,1,0,0,0,0,0,13.0,33.5,1.5,33.5,1.0
353,1975,52614.0,0,1,63,2,2,4,8,8,0,1354320000,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,71.0,6.0,4.5,19.0
235,1988,67546.0,0,0,90,1,4,10,5,3,0,1346371200,0,0,0,0,1,0,0,0,1,0,0,0,0,67.0,384.0,75.0,19.0,86.0
96,1979,24594.0,1,0,94,1,1,0,3,5,0,1386633600,0,1,0,0,0,0,0,0,0,0,1,0,0,1.5,3.0,5.0,0.0,4.5
1747,1982,71853.0,0,0,29,1,2,8,6,1,0,1367971200,0,0,1,0,0,0,0,0,0,0,1,0,0,54.0,206.5,70.5,48.5,16.0
312,1984,27255.0,1,0,3,1,1,0,3,7,0,1383782400,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,5.5,0.0,0.5,1.0
1589,1964,65526.0,0,1,22,1,4,4,8,2,0,1397174400,0,0,0,0,1,0,0,0,1,0,0,0,0,9.5,34.5,6.0,0.0,4.5
1097,1960,98777.0,0,0,23,0,4,6,9,1,0,1392595200,0,0,0,1,0,0,0,0,0,1,0,0,0,9.5,355.5,62.5,57.5,19.0
58,1951,67680.0,0,1,8,1,7,3,8,5,0,1370908800,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,24.0,0.0,3.0,3.0
860,1971,42835.0,1,1,64,7,6,6,4,6,0,1372550400,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,46.5,6.0,4.5,49.0
1182,1972,78075.0,0,0,72,1,3,5,5,1,0,1396656000,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,129.5,17.0,17.5,40.0
1344,1968,58554.0,1,1,55,6,8,2,6,7,0,1348617600,0,0,1,0,0,0,0,0,0,0,1,0,0,12.0,34.0,19.0,0.0,44.0
1363,1955,46390.0,0,1,56,1,4,2,3,7,0,1399248000,0,0,0,1,0,0,0,1,0,0,0,0,0,7.0,32.0,1.0,4.5,19.0
2119,1957,78499.0,0,0,12,1,11,3,4,4,0,1385164800,0,0,1,0,0,0,0,0,0,1,0,0,0,36.0,85.0,23.5,18.0,48.5
159,1965,33456.0,1,1,58,2,1,0,3,7,0,1398038400,0,0,1,0,0,0,0,0,0,0,1,0,0,1.5,5.0,4.0,0.5,3.5
947,1975,40233.0,0,1,84,5,2,1,5,6,0,1381708800,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,23.0,0.0,8.5,1.0
1117,1976,85606.0,0,1,89,2,6,7,9,3,0,1352678400,0,0,1,0,0,0,0,0,0,0,1,0,0,21.0,432.0,109.5,15.0,42.0
113,1985,19510.0,2,0,63,2,1,0,3,7,0,1378252800,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,3.5,1.5,2.0,3.5
1278,1963,48918.0,1,1,21,2,1,0,4,4,0,1397260800,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,4.5,0.0,0.0,0.5
